0,0,*
1,1-15,*
2,1-15,*
3,1-15,*
4,1-15,*
5,1-15,*
6,1-15,*
7,1-15,*
8,1-15,*
9,1-15,*
10,1-15,*
11,1-15,*
12,1-15,*
13,1-15,*
14,1-15,*
15,1-15,*
16,16-31,*
17,16-31,*
18,16-31,*
19,16-31,*
20,16-31,*
21,16-31,*
22,16-31,*
23,16-31,*
24,16-31,*
25,16-31,*
26,16-31,*
27,16-31,*
28,16-31,*
29,16-31,*
30,16-31,*
31,16-31,*
